City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Blyth,55.1271,-1.5086,297.64,56,34,2.57,GB,1657451087
Krabi,8.0726,98.9105,300.65,82,100,5.42,TH,1657451130
Numan,9.4667,12.0333,305.06,50,61,6.27,NG,1657451130
Coyhaique,-45.5752,-72.0662,272.12,93,100,2.06,CL,1657451130
Ambon City,-3.6954,128.1814,300.23,14,40,2.06,ID,1657451130
Pointe Michel,15.25,-61.3833,300.31,79,98,6.99,DM,1657451130
Geraldton,-28.7667,114.6,287.38,88,75,4.63,AU,1657451130
Aklavik,68.2191,-135.0107,279.9,90,75,6.16,CA,1657451130
Carutapera,-1.195,-46.02,298.29,89,37,2.26,BR,1657451130
Kitimat,54.0524,-128.6534,286.99,24,100,0.76,CA,1657451130
Vostok,46.4856,135.8833,291.72,89,70,0.35,RU,1657451131
Berdigestyakh,62.0989,126.6992,289.78,76,86,2.52,RU,1657451131
Bahía Blanca,-38.7196,-62.2724,281.54,65,84,3.93,AR,1657450924
Churapcha,62.0025,132.4325,295.91,80,100,3.12,RU,1657451131
Ancud,-41.8697,-73.8203,278.28,91,100,5.85,CL,1657451131
Kota Belud,6.351,116.4305,299.15,84,76,4.14,MY,1657451131
Şabyā,17.1495,42.6254,309.57,41,100,6.48,SA,1657451131
Ambanja,-13.6833,48.45,300.75,45,2,4.3,MG,1657451131
Zlobin,45.2924,14.6541,293.76,52,40,3.6,HR,1657451131
Sremčica,44.6765,20.3923,298.3,45,40,6.17,RS,1657451131
Xining,36.6167,101.7667,298.6,47,94,6.96,CN,1657451132
Tibagi,-24.5094,-50.4136,286.85,83,59,1.28,BR,1657451132
Timizart,36.8,4.2667,303.76,31,0,3.92,DZ,1657451132
Bandiagara,14.3501,-3.6104,305.5,42,70,6.57,ML,1657451132
‘Āhuimanu,21.4447,-157.8378,298.99,80,75,5.14,US,1657451132
Saint-Raymond,45.467,-73.6095,289.72,71,0,2.92,CA,1657450879
Qaqortoq,60.7167,-46.0333,279.88,87,83,1.76,GL,1657451132
Buribay,51.9617,58.1592,299.24,47,21,4.27,RU,1657451132
Balakhninskiy,58.0106,114.2769,286.17,97,100,0.97,RU,1657451132
Krasnooktyabrskiy,44.9328,38.3712,309.31,32,77,0.73,RU,1657451132
Puri,19.8,85.85,304.44,77,100,4.95,IN,1657451133
Arman',59.7,150.1667,287.78,80,2,1.51,RU,1657451133
Sur,22.5667,59.5289,305.06,66,91,1.9,OM,1657450923
Vilhena,-12.7406,-60.1458,292.48,67,28,1.17,BR,1657451133
Myaundzha,63.0494,147.1858,293.92,62,52,3.77,RU,1657451133
Itoman,26.1247,127.6694,302.58,87,20,2.57,JP,1657451133
Caravelas,-17.7125,-39.2481,295.86,81,16,2.68,BR,1657451133
Pathein,16.7833,94.7333,298.56,90,100,2.6,MM,1657451133
Nuevo Progreso,23.1667,-97.95,298.45,79,6,2.21,MX,1657451133
Ust-Nera,64.5667,143.2,296.5,56,52,0.82,RU,1657451134
Santa Isabel,-23.3156,-46.2214,286.99,77,43,1.2,BR,1657451134
Nizwá,22.9333,57.5333,303.94,59,95,0.65,OM,1657451134
Acandí,8.5063,-77.2778,296.35,96,100,1.66,CO,1657451134
Rundu,-17.9333,19.7667,299.01,19,0,2.26,NA,1657451134
Buraidah,26.326,43.975,315.16,5,100,6.01,SA,1657451134
Mbalmayo,3.5167,11.5,295.26,83,100,1.62,CM,1657451134
Singkang,2.1006,102.7994,300.01,80,100,1.04,MY,1657451134
Kaitangata,-46.2817,169.8464,277.78,80,76,0.73,NZ,1657451134
San José del Palmar,4.9742,-76.2283,290.11,97,100,0.66,CO,1657451134
Preobrazheniye,42.9019,133.9064,291.64,90,100,0.48,RU,1657451135
Rome,43.2128,-75.4557,286.97,91,0,2.06,US,1657451016
Zhongshu,24.5167,103.7667,296.14,81,62,1.51,CN,1657451135
Huayucachi,-12.1333,-75.2333,279.77,84,75,1.34,PE,1657451135
Raudeberg,61.9875,5.1352,285.52,79,77,1.98,NO,1657451135
Yulara,-25.2406,130.9889,285.2,31,0,3.13,AU,1657451135
Pozo Colorado,-23.4923,-58.7972,298.69,41,100,5.59,PY,1657451135
East London,-33.0153,27.9116,293.2,61,11,5.02,ZA,1657451135
Nuuk,64.1835,-51.7216,276.49,93,75,3.09,GL,1657451101
Trelew,-43.249,-65.3051,280.48,89,82,10.49,AR,1657451136
Aksarayskiy,46.7924,48.0119,310.37,14,3,7.38,RU,1657451136
Santa Cruz de la Sierra,-17.8,-63.1667,296.18,83,40,7.72,BO,1657451136
Haapiti,-17.5667,-149.8667,296,73,74,8.56,PF,1657451136
Shadrinsk,56.0852,63.6335,300.88,52,66,2.36,RU,1657451136
Togur,58.3631,82.8265,302.35,47,55,3.13,RU,1657451136
Baruun-Urt,46.6806,113.2792,297.48,34,18,2.21,MN,1657451136
Vryburg,-26.9566,24.7284,291.59,29,2,10.57,ZA,1657451136
Salinas,36.6777,-121.6555,288.6,86,100,4.12,US,1657451136
Opportunity,47.6499,-117.2399,290.98,60,0,5.14,US,1657451136
Denpasar,-8.65,115.2167,300.96,83,40,5.66,ID,1657451136
Nyurba,63.2842,118.3319,288.37,95,100,0.2,RU,1657451137
Juneau,58.3019,-134.4197,287.16,97,100,2.57,US,1657451137
Imeni Poliny Osipenko,52.4201,136.4853,295.66,83,99,5.38,RU,1657451137
Pumiao,22.75,108.4833,301.93,82,100,3.33,CN,1657450990
Valparaíso,-33.0393,-71.6273,285.08,91,100,2.06,CL,1657451133
Lorengau,-2.0226,147.2712,300.87,76,98,3.63,PG,1657451137
Flin Flon,54.7682,-101.865,288.41,73,91,1.95,CA,1657451137
Mórrope,-6.5417,-80.0111,290.21,89,96,3.08,PE,1657451137
Goya,-29.14,-59.2626,294.57,50,59,4.57,AR,1657451137
Valentín Gómez Farías,28.2167,-106.5833,295.93,46,66,2.11,MX,1657451138
San Francisco,37.7749,-122.4194,288.8,94,40,3.13,US,1657450994
Batagay-Alyta,67.8006,130.4114,291.14,59,100,2.09,RU,1657451138
East Wenatchee,47.4157,-120.2931,292.13,55,0,5.66,US,1657451138
Drăgăneşti-Olt,44.1667,24.5333,301.06,29,79,3.14,RO,1657451138
Gazimurskiy Zavod,51.5461,118.3266,289.71,83,33,6.09,RU,1657451057
Qasigiannguit,68.8193,-51.1922,278.29,86,97,1.3,GL,1657451138
Makakilo City,21.3469,-158.0858,298.33,69,0,4.12,US,1657451138
Kloulklubed,7.0419,134.2556,298.43,73,100,1.96,PW,1657451139
Thinadhoo,0.5333,72.9333,301.42,75,100,4.8,MV,1657451139
Cherskiy,68.75,161.3,280.17,58,1,2.94,RU,1657451139
Puerto Peñasco,31.3167,-113.5333,303.66,76,10,2.31,MX,1657451126
Nouadhibou,20.931,-17.0347,292.85,95,10,6.72,MR,1657451139
Okhotsk,59.3833,143.3,287.61,92,72,4.06,RU,1657451139
Usinsk,65.9939,57.5281,295.46,39,52,1.84,RU,1657451100
Altamira,-3.2033,-52.2064,296.52,84,84,0.5,BR,1657451140
Cabedelo,-6.9811,-34.8339,299.52,77,2,7.25,BR,1657451140
Cap Malheureux,-19.9842,57.6142,296.74,57,33,5.36,MU,1657451140
North Bend,43.4065,-124.2243,286.96,99,20,1.54,US,1657451140
Ixtapa,20.7,-105.2,298.83,88,40,2.57,MX,1657451140
Necochea,-38.5473,-58.7368,284.61,94,100,3.53,AR,1657451140
Vendôme,47.8,1.0667,299.76,44,0,6.64,FR,1657450853
Demmin,53.9076,13.0314,292.59,51,92,7.06,DE,1657451140
Petropavlovsk-Kamchatskiy,53.0452,158.6483,295.48,73,75,4,RU,1657451140
Villazón,-22.0866,-65.5942,273.56,46,52,1.21,BO,1657451140
Constitución,-35.3333,-72.4167,282.74,88,100,3.11,CL,1657451141
Barentu,15.1139,37.5928,299.03,52,100,3.22,ER,1657451141
Tirlyanskiy,54.2109,58.5806,297.4,51,91,3.25,RU,1657451141
Bowen,-20.0167,148.2333,288.3,63,0,3.68,AU,1657451141
Marsh Harbour,26.5412,-77.0636,300.84,77,0,4.87,BS,1657451141
Ponta Delgada,37.7333,-25.6667,295.1,68,75,2.57,PT,1657451039
Linxia Chengguanzhen,35.6003,103.2064,299.49,56,100,4.65,CN,1657451141
Porto Belo,-27.1578,-48.5531,291.62,92,100,3.13,BR,1657451141
Jesup,31.6074,-81.8854,297.43,94,100,0,US,1657451141
Lucea,18.451,-78.1736,297.51,75,96,4.85,JM,1657451142
Dingle,10.9995,122.6711,298.82,91,100,2.37,PH,1657451142
Fairbanks,64.8378,-147.7164,290.15,92,75,0,US,1657451026
Tianpeng,30.9866,103.9393,300.77,85,100,1.39,CN,1657451142
Taoudenni,22.6783,-3.9836,317.19,6,30,2.02,ML,1657451142
Imbituba,-28.24,-48.6703,291.4,95,7,0.89,BR,1657451142
Mazara del Vallo,37.6641,12.588,302.56,60,0,7.68,IT,1657451081
Xingcheng,40.6167,120.7167,296.02,78,5,4.01,CN,1657451142
Vuktyl,63.8567,57.3094,299.31,30,39,1.79,RU,1657451142
Médéa,36.2642,2.7539,301.97,21,0,2.45,DZ,1657450991
Harper,4.375,-7.7169,299.36,68,98,4.36,LR,1657451143
Betsiamites,48.9413,-68.646,285.3,68,19,2.7,CA,1657451143
Licheng,23.2955,113.8284,302.65,79,50,1.78,CN,1657451143
Arsen'yev,44.1631,133.2733,294.05,93,100,1.05,RU,1657450996
Béboto,8.2668,16.939,301.02,61,98,1.13,TD,1657451143
Newton,42.337,-71.2092,290.9,68,0,3.09,US,1657451143
Oussouye,12.485,-16.5469,302.2,69,68,1.7,SN,1657451143
Toora-Khem,52.4675,96.11,297.11,28,66,4.35,RU,1657451143
Padang,-0.9492,100.3543,301.18,79,45,1.01,ID,1657451143
Hailar,49.2,119.7,296.58,38,7,5.18,CN,1657450982
Hervey Bay,-25.2986,152.8535,287.46,85,34,6.63,AU,1657451144
Karpogory,64.0019,44.4451,300.49,27,73,2.38,RU,1657451144
Rawson,-43.3002,-65.1023,281,90,85,10.9,AR,1657451144
Namatanai,-3.6667,152.4333,299.53,77,53,3.73,PG,1657451144
Arica,-18.475,-70.3042,287.3,87,100,0.57,CL,1657450894
Yangi Marg`ilon,40.4272,71.7189,306.55,15,26,3.09,UZ,1657451144
Cabra,37.4725,-4.4421,306.91,23,0,1.58,ES,1657451144
Jiupu,41.0667,122.95,295.35,82,100,2.42,CN,1657451144
Musoma,-1.5,33.8,297.63,48,6,5.02,TZ,1657451144
Jumla,29.2747,82.1838,293.92,81,100,2.28,NP,1657451145
Mwinilunga,-11.7358,24.4293,300.66,21,51,1.86,ZM,1657451145
Mayo,38.8876,-76.5119,295.12,91,100,3.09,US,1657451145
Alexandria,31.2156,29.9553,303.13,54,0,5.14,EG,1657450761
Arrondissement de Mayenne,48.3333,-0.6667,296.84,27,0,5.51,FR,1657451145
Orlik,52.5178,99.825,288.75,56,82,4.21,RU,1657451145
Izumo,35.3667,132.7667,297.09,91,31,1.15,JP,1657451145
Biak,-0.9131,122.8766,296.47,92,100,2.35,ID,1657451145
Lamu,-2.2717,40.902,298.27,71,72,9.43,KE,1657451145
Sept-Îles,50.2001,-66.3821,285.96,72,42,4.96,CA,1657451146
Aurillac,44.9167,2.45,299.82,47,0,2.06,FR,1657451146
Cervo,43.6702,-7.4101,297.2,65,1,4.89,ES,1657451146
Antofagasta,-23.65,-70.4,286.84,79,100,0.9,CL,1657450894
Santiago,-33.4569,-70.6483,282.51,84,100,1.86,CL,1657450919
Kabinda,-6.1333,24.4833,308.16,16,6,0.85,CD,1657451146
Sumbe,-11.2061,13.8437,297.49,67,51,3.81,AO,1657450959
Marly,50.3456,3.5496,299.1,53,0,3.88,FR,1657451146
Wanning,18.8003,110.3967,300.73,89,100,4.19,CN,1657451146
São Félix do Xingu,-6.6447,-51.995,295.71,63,26,0.73,BR,1657451147
Rathkeale,52.5244,-8.9381,296.29,64,20,3.6,IE,1657451147
Along,28.1667,94.7667,304.31,77,51,1.3,IN,1657451147
Sydney,-33.8679,151.2073,285.77,81,75,5.14,AU,1657450463
La Santisima Trinidad,-14.8333,-64.9,293.14,100,25,1.54,BO,1657451147
Hluti,-27.2167,31.6167,297.99,26,0,4.34,SZ,1657451147
Sīrjān,29.452,55.6814,312.25,6,40,1.23,IR,1657451147
Weligama,5.9667,80.4167,301.28,76,100,6.03,LK,1657451147
Wajir,1.7471,40.0573,302.62,42,83,9.87,KE,1657451147
Benguela,-12.5763,13.4055,296.77,72,43,3.65,AO,1657451147
Tuatapere,-46.1333,167.6833,275,92,13,1.91,NZ,1657451148
Barcelos,41.5388,-8.6151,292.23,35,0,2.29,PT,1657451079
Adrar,20.5022,-10.0711,313.49,10,0,2.47,MR,1657451148
Gambo,4.6482,22.2633,305.57,42,75,2.6,CF,1657451148
Alto Araguaia,-17.3147,-53.2153,290.64,51,13,2.56,BR,1657451148
Mizdah,31.4451,12.9801,303.11,24,0,0.66,LY,1657451148
Zhireken,52.8249,117.3076,289.07,91,95,1.37,RU,1657451148
Fondi,41.3541,13.4313,305.23,28,4,3.25,IT,1657451148
Lavumisa,-27.31,31.892,299.29,30,0,5.04,SZ,1657451148
Labuhan,-6.8844,112.2051,300.38,70,48,2.78,ID,1657451148
Posse,-14.0931,-46.3694,291.6,72,0,5.28,BR,1657451149
Vilcún,-38.65,-72.2333,276.56,89,86,3.35,CL,1657451149
Labuan,5.2767,115.2417,300.44,81,70,11.88,MY,1657451149
Najrān,17.4924,44.1277,306.35,14,100,8.02,SA,1657451149
Qiyang,26.5911,111.8474,303.84,73,16,2.91,CN,1657451149
Sakakah,29.9697,40.2064,312.63,7,0,5.92,SA,1657451149
Newark,40.7357,-74.1724,294.8,62,75,6.71,US,1657451149
Beni,0.5,29.4667,303.95,32,83,0.65,CD,1657451149
Flinders,-34.5833,150.8552,285.47,89,83,1.79,AU,1657451149
Coahuayana Viejo,18.7333,-103.6833,297.68,93,100,1.63,MX,1657451150
Bongandanga,1.5,21.05,306.98,38,75,2.01,CD,1657451150
Bay Roberts,47.5999,-53.2648,289.63,73,0,3.13,CA,1657451150
Dakar,14.6937,-17.4441,301.64,81,39,3.45,SN,1657450969
Kudahuvadhoo,2.6708,72.8944,301.16,76,86,4.62,MV,1657451150
Tiarei,-17.5333,-149.3333,296.16,76,33,9.83,PF,1657451150
Pontes e Lacerda,-15.2261,-59.3353,293.62,67,10,0.91,BR,1657450972
Verkhnyaya Inta,65.9811,60.3094,294.42,42,87,4.64,RU,1657451150
San Andrés,12.5847,-81.7006,301.16,83,40,3.09,CO,1657451150
Acaraú,-2.8856,-40.12,298.84,72,85,6.09,BR,1657451151
Ust'-Donetskiy,47.6419,40.8718,309.6,15,100,8.81,RU,1657451151
Joshīmath,30.5667,79.5667,296.16,89,100,0.9,IN,1657451151
Magadan,59.5667,150.8,288.09,78,2,2.54,RU,1657451151
Malanje,-9.5402,16.341,301.9,20,61,2.15,AO,1657451151
